Name,gwp20,loggwp20,gwp100,loggwp100,gwp500,loggwp500,smiles
"1,1,1,2,2-pentafluoropropane",6970,3.843232778,4550,3.658011397,1420,3.152288344,CC(F)(F)C(F)(F)F
"1,1,2,3,3-pentafluoropropane",912,2.959994838,255,2.40654018,72.6,1.860936621,FC(F)C(F)C(F)F
"1,1,1,2,3-pentafluoropropane",1160,3.064457989,325,2.511883361,92.6,1.966610987,FCC(F)C(F)(F)F
"1,1,1,3,3-pentafluoropropane",3170,3.501059262,962,2.983175072,274,2.437750563,FC(F)CC(F)(F)F
"1,1,1-trifluoropropane",269,2.42975228,74.8,1.873901598,21.3,1.328379603,CCC(F)(F)F
"2,2-difluoropropane",1910,3.281033367,599,2.777426822,171,2.23299611,CC(C)(F)F
"1,1,1,2,2,3,3,4,4-nonafluorobutane",5010,3.699837726,2890,3.460897843,866,2.937517892,FC(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,1,3,3-pentafluorobutane",2920,3.465382851,914,2.960946196,261,2.416640507,CC(F)(F)CC(F)(F)F
"1,1,1,2,2,3,4,5,5,5-decafluoropentane",3960,3.597695186,1600,3.204119983,458,2.660865478,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F
Trifluoroethylene,0.017,-1.769551079,0.005,-2.301029996,0.001,-3,FC=C(F)F
"1,1-difluoroethene",0.189,-0.723538196,0.052,-1.283996656,0.015,-1.823908741,C=C(F)F
Fluoroethene,0.088,-1.055517328,0.024,-1.619788758,0.007,-2.15490196,C=CF
"(z)-1,2,3,3,3-pentafluoroprop-1-ene",1.24,0.093421685,0.344,-0.463441557,0.098,-1.008773924,F/C=C(\F)C(F)(F)F
"(e)-1,2,3,3,3-pentafluoroprop-1-ene",0.426,-0.370590401,0.118,-0.928117993,0.034,-1.468521083,F/C=C(/F)C(F)(F)F
"(z)-1,3,3,3-tetrafluoroprop-1-ene",1.13,0.053078443,0.315,-0.501689446,0.09,-1.045757491,F/C=C\C(F)(F)F
"(e)-1,3,3,3-tetrafluoroprop-1-ene",4.94,0.693726949,1.37,0.136720567,0.391,-0.407823243,F/C=C/C(F)(F)F
"2,3,3,3-tetrafluoroprop-1-ene",1.81,0.257678575,0.501,-0.300162274,0.143,-0.844663963,C=C(F)C(F)(F)F
"(e)-1,1,1,4,4,4-hexafluorobut-2-ene",64.3,1.808210973,17.9,1.252853031,5.09,0.706717782,FC(F)(F)/C=C/C(F)(F)F
"(z)-1,1,1,4,4,4-hexafluorobut-2-ene",7.48,0.873901598,2.08,0.318063335,0.592,-0.227678293,FC(F)(F)/C=C\C(F)(F)F
"3,3,3-trifluoroprop-1-ene",0.94,-0.026872146,0.261,-0.583359493,0.074,-1.13076828,C=CC(F)(F)F
"3,3,4,4,4-pentafluorobut-1-ene",0.656,-0.183096161,0.182,-0.739928612,0.052,-1.283996656,C=CC(F)(F)C(F)(F)F
"3,3,4,4,5,5,6,6,6-nonafluorohex-1-ene",0.734,-0.13430394,0.204,-0.690369833,0.058,-1.236572006,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene",0.584,-0.233587153,0.162,-0.790484985,0.046,-1.337242168,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodec-1-ene",0.508,-0.294136288,0.141,-0.850780887,0.04,-1.397940009,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"3,3,3-trifluoro-2-(trifluoromethyl)prop-1-ene",1.36,0.133538908,0.377,-0.42365865,0.107,-0.970616222,C=C(C(F)(F)F)C(F)(F)F
"1,1,2,2,3,3-hexafluorocyclopentane",431,2.63447727,120,2.079181246,34.2,1.534026106,FC1(F)CCC(F)(F)C1(F)F
"1,1,2,2,3,3,4-heptafluorocyclopentane",830,2.919078092,231,2.36361198,66,1.819543936,FC1CC(F)(F)C(F)(F)C1(F)F
"1,3,3,4,4,5,5-heptafluorocyclopentene",162,2.209515015,45.1,1.654176542,12.8,1.10720997,FC1=CC(F)(F)C(F)(F)C1(F)F
"(4s,5s)-1,1,2,2,3,3,4,5-octafluorocyclopentane",925,2.966141733,258,2.411619706,73.6,1.866877814,F[C@H]1[C@H](F)C(F)(F)C(F)(F)C1(F)F
"(e)-1,3,4,4,4-pentafluoro-3-(trifluoromethyl)but-1-ene",29.6,1.471291711,8.22,0.914871818,2.34,0.369215857,F/C=C/C(F)(C(F)(F)F)C(F)(F)F
"3,3,4,4,5,5,5-heptafluoropent-1-ene",0.847,-0.07211659,0.235,-0.628932138,0.067,-1.173925197,C=CC(F)(F)C(F)(F)C(F)(F)F
"1,3,3,4,4-pentafluorocyclobutene",333,2.522444234,92.4,1.965671971,26.4,1.421603927,FC1=CC(F)(F)C1(F)F
"3,3,4,4-tetrafluorocyclobutene",92.1,1.96425963,25.6,1.408239965,7.29,0.862727528,FC1(F)C=CC1(F)F
"1,1,1-trichloroethane",567,2.753583059,161,2.206825876,46,1.662757832,CC(Cl)(Cl)Cl
Tetrachloromethane,3810,3.580924976,2200,3.342422681,658,2.818225894,ClC(Cl)(Cl)Cl
Chloromethane,19.9,1.298853076,5.54,0.743509765,1.58,0.198657087,CCl
Dichloromethane,40.2,1.604226053,11.2,1.049218023,3.18,0.50242712,ClCCl
Trichloromethane,74.2,1.870403905,20.6,1.31386722,5.87,0.768638101,ClC(Cl)Cl
Chloroethane,1.73,0.238046103,0.481,-0.317854924,0.137,-0.863279433,CCCl
"1,2-dichloroethane",4.68,0.670245853,1.3,0.113943352,0.371,-0.43062609,ClCCCl
"1,1,2-trichloroethene",0.158,-0.801342913,0.044,-1.356547324,0.013,-1.886056648,ClC=C(Cl)Cl
"1,1,2,2-tetrachloroethene",22.8,1.357934847,6.34,0.802089258,1.81,0.257678575,ClC(Cl)=C(Cl)Cl
2-chloropropane,0.651,-0.186419011,0.181,-0.742321425,0.052,-1.283996656,CC(C)Cl
1-chlorobutane,0.024,-1.619788758,0.007,-2.15490196,0.002,-2.698970004,CCCCCl
Bromomethane,8.74,0.941511433,2.43,0.385606274,0.692,-0.159893906,CBr
Dibromomethane,5.45,0.736396502,1.51,0.178976947,0.431,-0.36552273,BrCBr
Bromodifluoromethane,1340,3.127104798,380,2.579783597,108,2.033423755,FC(F)Br
Dibromodifluoromethane,775,2.889301703,216,2.334453751,61.5,1.788875116,FC(F)(Br)Br
Bromochlorodifluoromethane,4920,3.691965103,1930,3.285557309,552,2.741939078,FC(F)(Cl)Br
Bromotrifluoromethane,8320,3.920123326,7200,3.857332496,2750,3.439332694,FC(F)(F)Br
"2-bromo-1,1,1-trifluoroethane",635,2.802773725,177,2.247973266,50.6,1.704150517,FC(F)(F)CBr
"2-bromo-2-chloro-1,1,1-trifluoroethane",162,2.209515015,45,1.653212514,12.8,1.10720997,FC(F)(F)C(Cl)Br
"2-bromo-1,1,1,2-tetrafluoroethane",723,2.859138297,201,2.303196057,57.5,1.759667845,FC(Br)C(F)(F)F
"1,2-dibromo-1,1,2,2-tetrafluoroethane",4070,3.609594409,2170,3.336459734,639,2.805500858,FC(F)(Br)C(F)(F)Br
Tribromomethane,0.901,-0.045275209,0.25,-0.602059991,0.071,-1.148741651,BrC(Br)Br
Bromochloromethane,17.1,1.23299611,4.74,0.675778342,1.35,0.130333768,ClCBr
Bromoethane,1.75,0.243038049,0.487,-0.312471039,0.139,-0.8569852,CCBr
"1,2-dibromoethane",3.67,0.564666064,1.02,0.008600172,0.291,-0.536107011,BrCCBr
1-bromopropane,0.188,-0.725842151,0.052,-1.283996656,0.015,-1.823908741,CCCBr
2-bromopropane,0.453,-0.343901798,0.126,-0.899629455,0.036,-1.443697499,CC(C)Br
Nitrogen trifluoride,13400,4.127104798,17400,4.240549248,18200,4.260071388,FN(F)F
Pentadecafluorotriethylamine,7700,3.886490725,10300,4.012837225,12300,4.089905111,FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
Perfluorotripropylamine,6750,3.829303773,9030,3.95568775,10800,4.033423755,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
Heptacosafluorotributylamine,6340,3.802089258,8490,3.92890769,10100,4.004321374,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Perfluorotripentylamine,5420,3.733999287,7260,3.860936621,8650,3.937016107,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Heptafluoroisobutyronitrile,4580,3.660865478,2750,3.439332694,835,2.921686475,N#CC(F)(C(F)(F)F)C(F)(F)F
Sulfur hexafluoride,18300,4.26245109,25200,4.401400541,34100,4.532754379,FS(F)(F)(F)(F)F
Pentafluoro(trifluoromethyl)-lambda6-sulfane,13900,4.1430148,18500,4.267171728,21100,4.324282455,FC(F)(F)S(F)(F)(F)(F)F
Sulfuryl fluoride,7510,3.875639937,4630,3.665580991,1410,3.149219113,O=S(=O)(F)F
Tetrafluoromethane,5300,3.72427587,7380,3.868056362,10600,4.025305865,FC(F)(F)F
Hexafluoroethane,8940,3.951337519,12400,4.093421685,17500,4.243038049,FC(F)(F)C(F)(F)F
Octafluoropropane,6770,3.830588669,9290,3.968015714,12400,4.093421685,FC(F)(F)C(F)(F)C(F)(F)F
Hexafluorocyclobutene,453,2.656098202,126,2.100370545,35.9,1.555094449,FC1=C(F)C(F)(F)C1(F)F
Octafluorocyclobutane,7400,3.86923172,10200,4.008600172,13800,4.139879086,FC1(F)C(F)(F)C(F)(F)C1(F)F
Decafluorobutane,7300,3.86332286,10000,4,13400,4.127104798,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Octafluorocyclopentene,281,2.44870632,78.1,1.892651034,22.3,1.348304863,FC1=C(F)C(F)(F)C(F)(F)C1(F)F
Dodecafluoropentane,6680,3.824776462,9220,3.964730921,12700,4.103803721,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Tetradecafluorohexane,6260,3.796574333,8620,3.935507266,11600,4.064457989,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Hexadecafluoroheptane,6120,3.786751422,8410,3.924795996,11300,4.053078443,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Octadecafluorooctane,6010,3.778874472,8260,3.916980047,11100,4.045322979,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1,1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8,8a-octadecafluoronaphthalene",5480,3.738780558,7480,3.873901598,9780,3.990338855,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
"1,1,2,2-tetrafluoroethene",0.014,-1.853871964,0.004,-2.397940009,0.001,-3,FC(F)=C(F)F
"1,1,2,3,3,3-hexafluoroprop-1-ene",0.324,-0.48945499,0.09,-1.045757491,0.026,-1.585026652,FC(F)=C(F)C(F)(F)F
"1,1,2,3,4,4-hexafluorobuta-1,3-diene",0.014,-1.853871964,0.004,-2.397940009,0.001,-3,FC(F)=C(F)C(F)=C(F)F
Octafluoro-1-butene,0.366,-0.436518915,0.102,-0.991399828,0.029,-1.537602002,FC(F)=C(F)C(F)(F)C(F)(F)F
Octafluoro-2-buene,7.1,0.851258349,1.97,0.294466226,0.562,-0.250263684,F/C(=C(/F)C(F)(F)F)C(F)(F)F
Difluoromethoxy(trifluoro)methane,13500,4.130333768,14300,4.155336037,7680,3.88536122,FC(F)OC(F)(F)F
Difluoromethoxy(difluoro)methane,12700,4.103803721,6630,3.821513528,1940,3.28780173,FC(F)OC(F)F
Trifluoro(methoxy)methane,2170,3.336459734,616,2.789580712,176,2.245512668,COC(F)(F)F
"1,1,1,2-tetrafluoro-2-(trifluoromethoxy)ethane",9800,3.991226076,7520,3.876217841,2570,3.409933123,FC(OC(F)(F)F)C(F)(F)F
"2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane",2320,3.365487985,654,2.815577748,186,2.269512944,FC(F)OC(F)(F)C(F)Cl
"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane",1930,3.285557309,539,2.731588765,154,2.187520721,FC(F)OC(Cl)C(F)(F)F
"2-(difluoromethoxy)-1,1,1,2-tetrafluoroethane",7020,3.846337112,2590,3.413299764,741,2.869818208,FC(F)OC(F)C(F)(F)F
"1,1,1-trifluoro-2-(trifluoromethoxy)ethane",3670,3.564666064,1100,3.041392685,315,2.498310554,FC(F)(F)COC(F)(F)F
"1,1,1,2,2-pentafluoro-2-methoxyethane",2630,3.419955748,747,2.873320602,213,2.328379603,COC(F)(F)C(F)(F)F
"1,1-difluoro-2-(trifluoromethoxy)ethane",3170,3.501059262,934,2.970346876,266,2.424881637,FC(F)COC(F)(F)F
"2-(difluoromethoxy)-1,1,1-trifluoroethane",3060,3.485721426,878,2.943494516,251,2.399673721,FC(F)OCC(F)(F)F
"2,2,3,3,3-pentafluoropropan-1-ol",123,2.089905111,34.3,1.53529412,9.78,0.990338855,OCC(F)(F)C(F)(F)F
"1,1,2,2-tetrafluoro-1-methoxyethane",1180,3.071882007,328,2.515873844,93.5,1.970811611,COC(F)(F)C(F)F
"1,1,1-trifluoro-2-methoxyethane",7.43,0.870988814,2.06,0.31386722,0.588,-0.230622674,COCC(F)(F)F
Trifluoromethoxyethane,105,2.021189299,29.2,1.465382851,8.32,0.920123326,CCOC(F)(F)F
"3,3,3-trifluoropropan-1-ol",2.23,0.348304863,0.62,-0.207608311,0.177,-0.752026734,OCCC(F)(F)F
"1,1,1,2,2-pentafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane",7550,3.877946952,3770,3.57634135,1100,3.041392685,FC(F)C(F)(F)OC(F)(F)C(F)(F)F
"2-(difluoromethoxy)-1,1,1,3,3,3-hexafluoropropane",6500,3.812913357,3040,3.482873584,880,2.944482672,FC(F)OC(C(F)(F)F)C(F)(F)F
"1,1,1,2,2-pentafluoro-2-(2,2,2-trifluoroethoxy)ethane",3460,3.539076099,1040,3.017033339,297,2.472756449,FC(F)(F)COC(F)(F)C(F)(F)F
"1,1,1,3,3,3-hexafluoro-2-(fluoromethoxy)propane",702,2.846337112,195,2.290034611,55.7,1.745855195,FCOC(C(F)(F)F)C(F)(F)F
"1,1,1,2,2,3,3-heptafluoro-3-methoxypropane",2020,3.305351369,576,2.760422483,164,2.214843848,COC(F)(F)C(F)(F)C(F)(F)F
"1-(2,2-difluoroethoxy)-1,1,2,2,2-pentafluoroethane",3270,3.514547753,963,2.983626287,275,2.439332694,FC(F)COC(F)(F)C(F)(F)F
"1,1,2,2-tetrafluoro-1-(2,2,2-trifluoroethoxy)ethane",3370,3.527629901,980,2.991226076,279,2.445604203,FC(F)C(F)(F)OCC(F)(F)F
"1,1,1,2,3,3,3-heptafluoro-2-methoxypropane",1400,3.146128036,392,2.593286067,112,2.049218023,COC(F)(C(F)(F)F)C(F)(F)F
"1,1,1,2,3,3-hexafluoro-3-methoxypropane",949,2.977266212,264,2.421603927,75.3,1.876794976,COC(F)(F)C(F)C(F)(F)F
"1,1,1-trifluoro-2-(2,2,2-trifluoroethoxy)ethane",88,1.944482672,24.4,1.387389826,6.97,0.843232778,FC(F)(F)COCC(F)(F)F
"1-(2,2-difluoroethoxy)-1,1,2,2-tetrafluoroethane",2870,3.457881897,831,2.919601024,237,2.374748346,FC(F)COC(F)(F)C(F)F
"3-(difluoromethoxy)-1,1,2,2-tetrafluoropropane",1730,3.238046103,484,2.684845362,138,2.139879086,FC(F)OCC(F)(F)C(F)F
"1,1,2,2,3,3-hexafluoro-1-methoxypropane",995,2.997823081,277,2.442479769,79,1.897627091,COC(F)(F)C(F)(F)C(F)F
"1,1,1,3,3,3-hexafluoro-2-methoxypropane",29.3,1.46686762,8.13,0.910090546,2.32,0.365487985,COC(C(F)(F)F)C(F)(F)F
"1,1,1,2,2-pentafluoro-3-methoxypropane",5.77,0.761175813,1.6,0.204119983,0.457,-0.3400838,COCC(F)(F)C(F)(F)F
"1-ethoxy-1,1,2,2-tetrafluoroethane",45,1.653212514,12.5,1.096910013,3.56,0.551449998,CCOC(F)(F)C(F)F
"4,4,4-trifluorobutan-1-ol",0.178,-0.749579998,0.049,-1.30980392,0.014,-1.853871964,OCCCC(F)(F)F
"2,2,3,3,4,4,5,5-octafluorocyclopentan-1-ol",49.1,1.691081492,13.6,1.133538908,3.89,0.589949601,OC1C(F)(F)C(F)(F)C(F)(F)C1(F)F
"1-(difluoromethoxy)-2-[difluoromethoxy(difluoro)methoxy]-1,1,2,2-tetrafluoroethane",8720,3.940516485,3220,3.507855872,920,2.963787827,FC(F)OC(F)(F)OC(F)(F)C(F)(F)OC(F)F
"1,1,1,2,2,3,3,4,4-nonafluoro-4-methoxybutane",1920,3.283301229,544,2.7355989,155,2.190331698,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-(difluoromethoxymethyl)-1,1,1,2,3,3,3-heptafluoropropane",1540,3.187520721,437,2.640481437,124,2.093421685,COC(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane",219,2.340444115,60.7,1.783188691,17.3,1.238046103,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"1-ethoxy-1,1,2,3,3,3-hexafluoro-2-(trifluoromethyl)propane",124,2.093421685,34.3,1.53529412,9.78,0.990338855,CCOC(F)(F)C(F)(C(F)(F)F)C(F)(F)F
"1,1,1,2,2,3,4,5,5,5-decafluoro-3-methoxy-4-(trifluoromethyl)pentane",1420,3.152288344,405,2.607455023,115,2.06069784,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
"4-ethoxy-1,1,1,2,2,3,3,4,5,6,6,6-dodecafluoro-5-(trifluoromethyl)hexane",47,1.672097858,13,1.113943352,3.72,0.57054294,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
Bis(difluoromethoxy)-difluoromethane,11700,4.068185862,6060,3.782472624,1770,3.247973266,FC(F)OC(F)(F)OC(F)F
"1,2-bis(difluoromethoxy)-1,1,2,2-tetrafluoroethane",9180,3.962842681,3320,3.521138084,948,2.976808337,FC(F)OC(F)(F)C(F)(F)OC(F)F
"1,1,1,3,3,3-hexafluoropropan-2-ol",742,2.870403905,206,2.31386722,58.8,1.769377326,OC(C(F)(F)F)C(F)(F)F
"1-(difluoromethoxy)-2-[2-(difluoromethoxy)-1,1,2,2-tetrafluoroethoxy]-1,1,2,2-tetrafluoroethane",11000,4.041392685,5730,3.758154622,1680,3.225309282,FC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F
"1,1,3,3,4,4,6,6,7,7,9,9,10,10,12,12-hexadecafluoro-2,5,8,11-tetraoxadodecane",10300,4.012837225,5350,3.728353782,1570,3.195899652,FC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F
"2-ethenoxy-1,1,1-trifluoroethane",0.207,-0.684029655,0.058,-1.236572006,0.016,-1.795880017,C=COCC(F)(F)F
"2-ethoxy-3,3,4,4,5-pentafluorotetrahydro-2,5-bis[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-furan",175,2.243038049,48.7,1.687528961,13.9,1.1430148,CCOC1(C(F)(C(F)(F)F)C(F)(F)F)OC(F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C1(F)F
Difluoro(methoxy)methane,491,2.691081492,136,2.133538908,38.9,1.589949601,COC(F)F
"1,1,2,2-tetrafluoro-1,2-dimethoxyethane",727,2.861534411,202,2.305351369,57.7,1.761175813,COC(F)(F)C(F)(F)OC
"1,1,2,2-Tetrafluoro-1-methoxyethane",823,2.915399835,229,2.359835482,65.3,1.814913181,COC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC
"1,1,2,2-tetrafluoro-1-methoxy-2-[1,1,2,2-tetrafluoro-2-(1,1,2,2-tetrafluoro-2-methoxyethoxy)ethoxy]ethane",789,2.897077003,219,2.340444115,62.5,1.795880017,COC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC
"1,1,1,2,3,3-hexafluoro-3-(trifluoromethoxy)propane",7410,3.869818208,4390,3.64246452,1330,3.123851641,FC(C(F)(F)F)C(F)(F)OC(F)(F)F
"3,3,4,4,5,5,6,6,7,7,7-undecafluoroheptan-1-ol",1.92,0.283301229,0.533,-0.273272791,0.152,-0.818156412,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-pentadecafluorononan-1-ol",1.62,0.209515015,0.449,-0.347753659,0.128,-0.89279003,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-nonadecafluoroundecan-1-ol",0.985,-0.00656377,0.273,-0.563837353,0.078,-1.107905397,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"2-chloro-1,1,2-trifluoro-1-methoxyethane",488,2.688419822,136,2.133538908,38.7,1.587710965,COC(F)(F)C(F)Cl
"1-[Difluoro(trifluoromethoxy)methoxy]-1,1,2,3,3,3-hexafluoro-2-(trifluoromethoxy)propane",7750,3.889301703,10300,4.012837225,11700,4.068185862,FC(F)(F)OC(F)(F)OC(F)(F)C(F)(OC(F)(F)F)C(F)(F)F
"1,1,2-trifluoro-2-(trifluoromethoxy)ethene",0.037,-1.431798276,0.01,-2,0.003,-2.522878745,FC(F)=C(F)OC(F)(F)F
Perfluoroethyl formate,2130,3.328379603,597,2.775974331,170,2.230448921,O=COC(F)(F)C(F)(F)F
"2,2,2-trifluoroethyl formate",197,2.294466226,54.8,1.738780558,15.6,1.193124598,O=COCC(F)(F)F
"Formic acid;1,1,1,3,3,3-hexafluoropropan-2-ol",964,2.984077034,269,2.42975228,76.7,1.884795364,O=CO.OC(C(F)(F)F)C(F)(F)F
"Ethenyl 2,2,2-trifluoroacetate",0.029,-1.537602002,0.008,-2.096910013,0.002,-2.698970004,C=COC(=O)C(F)(F)F
"Ethyl 2,2,2-trifluoroacetate",5.7,0.755874856,1.58,0.198657087,0.451,-0.345823458,CCOC(=O)C(F)(F)F
"Prop-2-enyl 2,2,2-trifluoroacetate",0.026,-1.585026652,0.007,-2.15490196,0.002,-2.698970004,C=CCOC(=O)C(F)(F)F
"Methyl 2,2,2-trifluoroacetate",296,2.471291711,82.3,1.915399835,23.5,1.371067862,COC(=O)C(F)(F)F
"2,2,3,3,4,4,4-heptafluorobutan-1-ol",131,2.117271296,36.5,1.562292864,10.4,1.017033339,OCC(F)(F)C(F)(F)C(F)(F)F
"1,1,2-trifluoro-2-(trifluoromethoxy)ethane",4010,3.603144373,1260,3.100370545,359,2.555094449,FC(F)C(F)OC(F)(F)F
"1-ethoxy-1,1,2,3,3,3-hexafluoropropane",95.2,1.978636948,26.4,1.421603927,7.54,0.877371346,CCOC(F)(F)C(F)C(F)(F)F
"1,1,1,2,2,3,3-heptafluoro-3-(1,2,2,2-tetrafluoroethoxy)propane",8320,3.920123326,6630,3.821513528,2340,3.369215857,FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
"2,2,3,3-tetrafluoropropan-1-ol",52,1.716003344,14.4,1.158362492,4.12,0.614897216,OCC(F)(F)C(F)F
"2,2,3,4,4,4-hexafluorobutan-1-ol",110,2.041392685,30.5,1.484299839,8.69,0.939019776,OCC(F)(F)C(F)C(F)(F)F
"1,1,2,2-tetrafluoro-3-methoxypropane",6.03,0.780317312,1.68,0.225309282,0.478,-0.320572103,COCC(F)(F)C(F)F
"1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)pentan-3-one",0.411,-0.386158178,0.114,-0.943095149,0.033,-1.48148606,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
"3,3,3-trifluoropropanal",0.091,-1.040958608,0.025,-1.602059991,0.007,-2.15490196,O=CCC(F)(F)F
2-fluoroethanol,1.91,0.281033367,0.53,-0.27572413,0.151,-0.821023053,OCCF
"2,2-difluoroethanol",22.3,1.348304863,6.18,0.790988475,1.76,0.245512668,OCC(F)F
"2,2,2-trifluoroethanol",129,2.11058971,35.7,1.552668216,10.2,1.008600172,OCC(F)(F)F
,8400,3.924279286,4380,3.641474111,1280,3.10720997,FC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F
"1,1,1-trifluoropropan-2-one",0.324,-0.48945499,0.09,-1.045757491,0.026,-1.585026652,CC(=O)C(F)(F)F
"1,1,1-trifluorobutan-2-one",0.343,-0.46470588,0.095,-1.022276395,0.027,-1.568636236,CCC(=O)C(F)(F)F
1-chloro-2-ethenoxyethane,0.001,-3,0.0001,-4,0.0001,-4,C=COCCCl
Ethane,1.57,0.195899652,0.437,-0.359518563,0.125,-0.903089987,CC
Propane,0.072,-1.142667504,0.02,-1.698970004,0.006,-2.22184875,CCC
Butane,0.022,-1.657577319,0.006,-2.22184875,0.002,-2.698970004,CCCC
2-methylpentan-3-one,0.719,-0.14327111,0.2,-0.698970004,0.057,-1.244125144,CCC(=O)C(C)C
Ethyl methyl ether,0.035,-1.455931956,0.01,-2,0.003,-2.522878745,CCOC
"2,2,3,3,4,4,5,5-octafluorooxolane",10100,4.004321374,13900,4.1430148,18800,4.274157849,FC1(F)OC(F)(F)C(F)(F)C1(F)F
Crotonaldehyde,0.0001,-4,0.0001,-4,0.0001,-4,C/C=C/C=O
Methyl vinyl ketone,0.001,-3,0.0001,-4,0.0001,-4,C=CC(C)=O
Allyl ether,0.0001,-4,0.0001,-4,0.0001,-4,C=CCOCC=C
Allyl ethyl ether,0.001,-3,0.0001,-4,0.0001,-4,C=CCOCC
(z)-hex-2-en-1-ol,0.009,-2.045757491,0.003,-2.522878745,0.001,-3,CCC/C=C\CO
(e)-hex-2-en-1-ol,0.009,-2.045757491,0.002,-2.698970004,0.001,-3,CCC/C=C/CO
3-butenenitrile,0.002,-2.698970004,0.0001,-4,0.0001,-4,C=CCC#N
Hexamethyldisiloxane,1.72,0.235528447,0.476,-0.322393047,0.136,-0.866461092,C[Si](C)(C)O[Si](C)(C)C
Octamethyltrisiloxane,1.17,0.068185862,0.325,-0.488116639,0.093,-1.031517051,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
Decamethyltetrasiloxane,0.635,-0.197226275,0.176,-0.754487332,0.05,-1.301029996,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
Dodecamethylpentasiloxane,0.439,-0.35753548,0.122,-0.913640169,0.035,-1.455931956,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
Hexamethylcyclotrisiloxane,4.14,0.617000341,1.15,0.06069784,0.328,-0.484126156,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1
